id_diagnostico,sector,tamano_empresa,porcentaje_procesos_documentados,presupuesto_anual_tecnologia,respuesta_texto,nivel_madurez,recomendacion_principal
DIAG_2245,Manufactura,Pequena,0.45,13000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_2661,Manufactura,Mediana,0.59,127000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1379,Tecnologia,Pequena,0.38,19000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2803,Manufactura,Pequena,0.67,114000000,Documentamos todo y tenemos claridad de los roles y responsabilidades. Nos gustaría mejorar pronto.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1019,Retail,Mediana,0.0,9000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_1730,Tecnologia,Grande,0.69,59000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1410,Tecnologia,Mediana,0.46,34000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2029,Retail,Mediana,0.7,75000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2677,Manufactura,Pequena,0.14,8000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos. Nos gustaría mejorar pronto.",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_2248,Retail,Pequena,0.29,13000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_1955,Tecnologia,Mediana,0.93,499000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_1561,Retail,Micro,0.1,1000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_1157,Servicios,Mediana,0.8,137000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_2466,Servicios,Pequena,0.26,50000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_0769,Retail,Micro,0.37,40000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_0466,Tecnologia,Grande,0.6,103000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_0682,Tecnologia,Pequena,0.03,3000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_0784,Retail,Grande,0.34,50000000,Estamos empezando a documentar nuestros procesos pero falta mucho. Nos gustaría mejorar pronto.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_0852,Servicios,Grande,0.68,50000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1878,Retail,Pequena,0.08,2000000,"Todo es manual, dependemos de una sola persona para la contabilidad. Nos gustaría mejorar pronto.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_1314,Retail,Grande,0.56,107000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_1919,Servicios,Micro,0.14,2000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos.",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_0067,Tecnologia,Mediana,0.7,91000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1628,Tecnologia,Grande,0.47,42000000,"Tenemos algunos sistemas aislados, hay mucho desorden todavía.",En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_0489,Retail,Micro,0.24,39000000,Intentamos usar software básico pero el equipo no se adapta del todo. Nos gustaría mejorar pronto.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_0209,Retail,Micro,0.11,4000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_2329,Manufactura,Pequena,0.0,1000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_1175,Servicios,Pequena,0.36,37000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_2756,Manufactura,Pequena,0.27,41000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1404,Tecnologia,Pequena,0.47,27000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_0596,Servicios,Mediana,0.71,111000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_2195,Retail,Grande,0.61,71000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_0095,Manufactura,Micro,0.07,7000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_1040,Manufactura,Mediana,0.62,70000000,Documentamos todo y tenemos claridad de los roles y responsabilidades. Nos gustaría mejorar pronto.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_0420,Servicios,Grande,0.91,287000000,"Todo está automatizado, usamos datos para mejorar continuamente.",Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_2330,Tecnologia,Micro,0.12,1000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos.",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_1190,Tecnologia,Pequena,0.07,3000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos. Nos gustaría mejorar pronto.",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_1438,Tecnologia,Pequena,0.01,9000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos.",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_0790,Manufactura,Pequena,0.19,6000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_0657,Retail,Micro,0.13,2000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_1833,Servicios,Grande,0.96,288000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_1300,Tecnologia,Pequena,0.18,8000000,"No tenemos procesos definidos, usamos hojas de cálculo desordenadas.",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
DIAG_0215,Tecnologia,Grande,0.67,144000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1751,Retail,Mediana,0.41,42000000,Intentamos usar software básico pero el equipo no se adapta del todo. Nos gustaría mejorar pronto.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_0372,Retail,Mediana,0.19,10000000,"Todo es manual, dependemos de una sola persona para la contabilidad. Nos gustaría mejorar pronto.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_2456,Retail,Grande,0.53,145000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2792,Retail,Micro,0.08,3000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_2537,Retail,Micro,0.05,9000000,"Todo es manual, dependemos de una sola persona para la contabilidad. Nos gustaría mejorar pronto.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_2543,Tecnologia,Micro,0.3,50000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_2260,Manufactura,Micro,0.3,14000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_2327,Retail,Grande,0.11,8000000,"El trabajo es muy empírico, no hay documentación de lo que hacemos. Nos gustaría mejorar pronto.",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_2041,Servicios,Grande,0.79,62000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1460,Tecnologia,Grande,0.64,115000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_2239,Servicios,Micro,0.09,7000000,"Todo es manual, dependemos de una sola persona para la contabilidad.",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_0407,Retail,Pequena,0.08,10000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas.
DIAG_0505,Manufactura,Mediana,0.24,20000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_2205,Tecnologia,Mediana,0.87,412000000,Nuestros procesos se auditan solos con inteligencia de negocios.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_2457,Retail,Mediana,0.62,104000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_2663,Tecnologia,Grande,0.87,241000000,"Todo está automatizado, usamos datos para mejorar continuamente.",Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_2853,Manufactura,Grande,1.0,359000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
DIAG_1150,Servicios,Micro,0.46,20000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_2478,Manufactura,Mediana,0.25,23000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_0960,Retail,Grande,0.44,35000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_1783,Retail,Mediana,0.74,96000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_0181,Manufactura,Grande,0.22,40000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_0976,Manufactura,Pequena,0.3,16000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_0169,Servicios,Mediana,0.68,143000000,Documentamos todo y tenemos claridad de los roles y responsabilidades. Nos gustaría mejorar pronto.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1169,Servicios,Pequena,0.06,8000000,"Todo es manual, dependemos de una sola persona para la contabilidad. Nos gustaría mejorar pronto.",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_2338,Retail,Grande,0.39,50000000,Hay guías básicas pero no siempre se cumplen los estándares. Nos gustaría mejorar pronto.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
